78;1833;1275
79;1834;1266
81;1820;1261
83;1841;1294
83;1808;1262
83;1795;1209
85;1835;1319
85;1843;1306
85;1841;1272
86;1863;1321
86;1882;1319
86;1857;1297
86;1888;1277
87;1882;1294
87;1883;1285
87;1884;1263
87;1898;1255
87;1883;1248
87;1899;1237
87;1883;1235
87;1898;1228
87;1898;1220
87;1881;1218
87;1881;1212
87;1882;1210
87;1881;1207
87;1881;1201
87;1878;1197
87;1882;1192
87;1881;1188
87;1880;1183
87;1903;1172
87;1902;1164
87;1902;1164
87;1880;1165
87;1881;1161
87;1902;1153
87;1902;1150
87;1902;1149
87;1902;1147
87;1902;1145
87;1901;1144
87;1902;1142
87;1901;1141
87;1901;1138
87;1901;1135
87;1900;1133
87;1900;1132
87;1902;1129
87;1900;1128
87;1902;1126
87;1901;1125
87;1900;1123
87;1900;1120
87;1901;1119
87;1900;1118
87;1899;1116
87;1902;1114
87;1900;1112
87;1901;1109
87;1901;1108
87;1899;1107
87;1902;1105
87;1902;1104
87;1901;1103
87;1901;1102
87;1902;1101
87;1901;1100
87;1899;1100
87;1880;1102
87;1881;1100
87;1881;1098
87;1879;1098
87;1900;1092
87;1880;1094
87;1880;1093
87;1880;1093
87;1880;1092
87;1900;1087
87;1880;1090
87;1880;1088
87;1880;1087
87;1881;1086
87;1880;1086
87;1881;1084
87;1881;1083
87;1880;1082
87;1881;1080
87;1881;1079
87;1880;1079
87;1881;1077
87;1881;1076
87;1881;1076
87;1880;1076
87;1881;1075
87;1881;1075
87;1881;1075
87;1881;1072
87;1881;1072
87;1881;1071
87;1881;1071
87;1881;1071
87;1881;1071
87;1880;1071
87;1880;1071
87;1880;1071
87;1880;1071
87;1880;1071
87;1880;1070
87;1880;1069
87;1880;1069
87;1880;1069
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
87;1880;1068
