78;1749;1285
80;1862;1264
82;1781;1288
82;1832;1225
84;1843;1295
83;1824;1243
85;1856;1297
86;1882;1323
86;1872;1285
86;1878;1269
86;1870;1255
86;1873;1243
87;1878;1288
87;1880;1272
87;1878;1264
87;1878;1249
87;1878;1240
87;1878;1245
87;1858;1238
86;1872;1204
87;1859;1214
87;1871;1207
87;1855;1210
87;1857;1199
87;1868;1196
87;1862;1193
87;1858;1199
87;1858;1192
87;1857;1183
87;1825;1188
87;1826;1180
87;1821;1173
87;1821;1173
87;1823;1167
87;1827;1163
87;1826;1161
87;1825;1154
87;1828;1152
87;1825;1149
87;1825;1146
87;1826;1142
87;1827;1140
87;1825;1138
87;1822;1136
87;1825;1133
87;1822;1131
87;1822;1129
87;1826;1126
87;1822;1125
87;1824;1123
87;1820;1121
87;1823;1118
87;1823;1116
87;1823;1114
87;1824;1113
87;1823;1111
87;1823;1109
87;1823;1108
87;1823;1107
87;1821;1107
87;1824;1106
87;1821;1106
87;1821;1104
87;1821;1102
87;1821;1101
87;1821;1099
87;1821;1098
87;1822;1094
87;1822;1093
87;1822;1092
87;1821;1091
87;1821;1091
87;1822;1089
87;1822;1089
87;1822;1089
87;1822;1089
87;1818;1087
87;1818;1087
87;1818;1087
87;1818;1086
87;1818;1086
87;1822;1084
87;1818;1082
87;1818;1082
87;1818;1082
87;1818;1082
87;1818;1081
87;1818;1081
87;1818;1081
87;1818;1081
87;1818;1081
87;1818;1080
87;1818;1080
87;1818;1080
87;1818;1080
87;1818;1080
87;1818;1080
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
87;1818;1079
