78;1815;1250
79;1816;1239
81;1830;1255
83;1812;1252
84;1864;1284
84;1864;1284
86;1900;1289
86;1872;1271
86;1886;1260
86;1895;1268
86;1890;1243
86;1872;1240
86;1883;1223
86;1884;1209
87;1867;1253
87;1890;1229
87;1866;1221
87;1865;1215
87;1865;1208
87;1870;1199
87;1865;1199
87;1873;1187
87;1862;1185
87;1866;1180
87;1867;1177
87;1865;1173
87;1865;1173
87;1863;1168
87;1865;1166
87;1870;1163
87;1866;1159
87;1864;1157
87;1865;1150
87;1865;1147
87;1868;1146
87;1862;1144
87;1863;1142
87;1863;1135
87;1868;1132
87;1866;1130
87;1863;1130
87;1863;1124
87;1863;1124
87;1860;1121
87;1863;1120
87;1860;1120
87;1859;1118
87;1863;1116
87;1862;1115
87;1863;1110
87;1863;1109
87;1863;1107
87;1863;1106
87;1864;1105
87;1864;1104
87;1864;1102
87;1862;1101
87;1862;1100
87;1862;1100
87;1863;1099
87;1862;1095
87;1862;1094
87;1862;1094
87;1862;1094
87;1859;1094
87;1858;1094
87;1862;1092
87;1863;1091
87;1862;1089
87;1859;1089
87;1862;1087
87;1860;1086
87;1862;1085
87;1861;1084
87;1858;1084
87;1858;1083
87;1858;1083
87;1858;1081
87;1858;1081
87;1858;1079
87;1858;1079
87;1859;1078
87;1858;1076
87;1858;1076
87;1858;1075
87;1858;1073
87;1858;1072
87;1858;1072
87;1858;1072
87;1859;1069
87;1859;1068
87;1859;1068
87;1859;1068
87;1859;1066
87;1858;1065
87;1858;1065
87;1858;1065
87;1858;1064
87;1858;1064
87;1858;1063
87;1858;1062
87;1858;1062
87;1858;1062
87;1858;1062
87;1858;1062
87;1858;1062
87;1858;1062
87;1858;1062
87;1858;1062
87;1858;1062
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
87;1858;1061
