82;1818;1205
82;1818;1205
82;1818;1223
83;1793;1204
83;1796;1201
84;1804;1210
84;1804;1210
84;1804;1210
84;1807;1202
84;1804;1192
84;1804;1192
84;1804;1179
84;1804;1179
82;1774;1168
82;1774;1168
84;1804;1169
82;1770;1170
82;1775;1169
82;1771;1155
80;1759;1157
80;1762;1143
80;1758;1153
80;1758;1153
78;1751;1155
78;1747;1161
78;1747;1161
78;1746;1130
78;1746;1140
80;1742;1120
80;1742;1120
80;1742;1129
80;1742;1129
80;1741;1129
80;1740;1124
80;1742;1125
79;1727;1119
79;1728;1106
80;1739;1113
80;1739;1113
80;1741;1108
80;1740;1117
79;1727;1111
80;1739;1110
80;1741;1116
79;1727;1108
79;1727;1108
79;1727;1109
79;1727;1109
79;1727;1101
79;1727;1101
80;1741;1091
79;1727;1098
80;1708;1093
80;1708;1093
80;1708;1097
79;1727;1089
80;1708;1092
80;1708;1088
80;1708;1088
80;1708;1085
80;1708;1081
80;1708;1080
80;1708;1080
80;1708;1080
80;1708;1080
80;1708;1080
80;1708;1080
80;1708;1080
80;1708;1077
80;1708;1077
80;1708;1077
80;1708;1076
80;1708;1076
80;1708;1076
80;1708;1076
80;1708;1074
80;1708;1074
80;1708;1074
80;1708;1074
80;1708;1073
80;1708;1073
80;1708;1073
80;1708;1073
80;1708;1073
80;1708;1073
80;1708;1073
80;1708;1073
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
80;1708;1072
