82;1836;1251
83;1835;1224
83;1835;1224
84;1873;1216
84;1873;1216
83;1826;1207
78;1789;1228
80;1835;1198
80;1835;1193
78;1789;1194
78;1789;1194
79;1828;1191
79;1828;1191
79;1809;1195
80;1836;1203
80;1812;1177
79;1829;1176
78;1807;1158
78;1807;1163
78;1807;1151
78;1807;1152
78;1805;1149
78;1807;1152
78;1807;1152
75;1734;1143
78;1806;1159
78;1806;1143
78;1806;1147
75;1724;1146
77;1766;1139
75;1734;1145
75;1727;1136
77;1765;1144
75;1724;1137
75;1724;1137
77;1765;1136
75;1726;1124
75;1726;1122
75;1726;1122
75;1726;1122
75;1726;1126
75;1726;1126
75;1726;1129
75;1726;1125
75;1726;1125
75;1726;1120
75;1726;1122
75;1726;1119
75;1726;1119
75;1726;1119
75;1726;1121
75;1726;1120
75;1726;1120
75;1726;1121
75;1726;1121
75;1726;1120
75;1726;1120
75;1726;1118
75;1726;1118
75;1726;1118
75;1726;1118
75;1726;1117
75;1726;1117
75;1726;1117
75;1726;1115
75;1726;1115
75;1726;1115
75;1726;1116
75;1726;1116
75;1726;1115
75;1726;1115
75;1726;1115
75;1726;1115
75;1726;1115
75;1726;1115
75;1726;1115
75;1726;1115
75;1726;1115
75;1726;1115
75;1726;1115
75;1726;1115
75;1726;1115
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
75;1726;1114
